sentiment,text,clean_text,person_count,org_count,loc_count
neutral,"A structures BIM ( building information modeling ) software from Tekla , a model-based software provider , has been adopted for the construction management and delivery of a university project in Abu Dhabi .",structure bim building information modeling software tekla modelbased software provider adopted construction management delivery university project abu dhabi,0,1,0
positive,"According to Finnish Metso Minerals , the value of the company 's orders has gone up to EUR 1.9 bn in 12 months .",according finnish metso mineral value company order gone eur month,1,1,0
positive,Finnish Aldata Solution has signed a contract of supply its G.O.L.D. system to two French retail chains .,finnish aldata solution signed contract supply gold system two french retail chain,1,0,0
positive,Finnish Bank of +_land reports its operating profit rose to EUR 21.3 mn in the second quarter of 2009 from EUR 6.1 mn in the corresponding period in 2008 .,finnish bank land report operating profit rose eur second quarter eur corresponding period,0,2,0
positive,Finnish financial group Aktia 's operating profit for 2009 increased to EUR 47.0 mn from EUR 6.6 mn in 2008 .,finnish financial group aktia operating profit increased eur eur,1,1,0
positive,Finnish forest machinery manufacturer Ponsse 's net sales grew to EUR 51.3 mn in the first quarter of 2010 from EUR 37.5 mn in the corresponding period in 2009 .,finnish forest machinery manufacturer ponsse net sale grew eur first quarter eur corresponding period,1,1,0
positive,Finnish KCI Konecranes has raised its net sales growth estimate for 2006 from over 25 % to over 35 % .,finnish kci konecranes raised net sale growth estimate,0,1,0
positive,Finnish Okmetic that manufactures and processes silicon wafers for the semiconductor and sensor industries and Norwegian solar wafer company NorSun have signed a contract under which Okmetic will supply NorSun mono silicon crystals for use in solar cell manufacturing .,finnish okmetic manufacture process silicon wafer semiconductor sensor industry norwegian solar wafer company norsun signed contract okmetic supply norsun mono silicon crystal use solar cell manufacturing,1,2,0
positive,Finnish pharmaceuticals company Orion 's net sales rose to EUR 190mn in the first quarter of 2009 from EUR 180mn in the first quarter of 2008 .,finnish pharmaceutical company orion net sale rose eur first quarter eur first quarter,1,1,0
positive,"Finnish Ponsse has signed an agreement with Babcock Africa for the distribution and support of Ponsse forest machines , harvester heads , and information systems in South Africa .",finnish ponsse signed agreement babcock africa distribution support ponsse forest machine harvester head information system south africa,2,0,0
positive,South African Sappi will become the largest foreign forest industry company operating in Finland as a result of the acquisition Finnish M-real Corporation 's Graphic Papers Business unit .,south african sappi become largest foreign forest industry company operating finland result acquisition finnish mreal corporation graphic paper business unit,1,2,0
positive,According to Deputy MD Pekka Silvennoinen the aim is double turnover over the next three years .,according deputy pekka silvennoinen aim double turnover next three year,0,0,0
positive,"According to HKScan Finland , the plan is to increase J+Ærvi-Suomen Portti 's net sales to EUR 80mn to EUR 100mn .",according hkscan finland plan increase jrvisuomen portti net sale eur eur,1,2,0
positive,"Advertising and circulation revenues grew by 3.4 % and by 0.4 % , respectively .",advertising circulation revenue grew respectively,0,0,0
positive,"After the takeover , Cramo will become the second largest rental services provider in the Latvian market .",takeover cramo become second largest rental service provider latvian market,1,0,0
positive,"Again , the most significant sales increase of 18.6 % was in Russia .",significant sale increase russia,0,0,0
positive,Alma Media expects its net sales to increase as forecast previously .,alma medium expects net sale increase forecast previously,1,1,0
positive,Also Lemmink+Æinen 's profit for accounting period went up to EUR 3.1 mn from EUR -24.5 mn a year ago .,also lemminkinen profit accounting period went eur eur year ago,0,1,0
positive,"At the end of March 2007 , the group 's order book was at EUR 39.6 mn , up 42 % from the corresponding period in 2006 .",end march group order book eur corresponding period,0,1,0
positive,"At the same time profit of the company increased by 10 % in H1 and reached Ls 79,000 .",time profit company increased reached,0,0,0
neutral,Aviation Systems Maintenance is based in Kansas and generated net sales of USD 2.6 million for 2008 .,aviation system maintenance based kansa generated net sale usd million,2,1,0
positive,"Besides we have increased the share of meat in various sausages and are offering a number of new tastes in the grill products and shish kebabs segment , '' Paavel said .",besides increased share meat various sausage offering number new taste grill product shish kebab segment paavel said,1,0,0
positive,"Both operating profit and net sales for the 12-month period increased , respectively from EUR10 .5 m and EUR28 .8 m , as compared to the financial year 2004 .",operating profit net sale month period increased respectively eur eur compared financial year,0,2,0
positive,"Both operating profit and net sales for the 12-month period increased , respectively from EUR20 .8 m and EUR177 .7 m , as compared to the financial year 2004 .",operating profit net sale month period increased respectively eur eur compared financial year,0,2,0
positive,"Both operating profit and net sales for the 12-month period increased , respectively from EUR21 .5 m and EUR196 .1 m , as compared to 2005 .",operating profit net sale month period increased respectively eur eur compared,0,2,0
positive,"Both operating profit and net sales for the 12-month period increased , respectively from EUR4 .7 m and EUR26 .7 m , as compared to 2004 .",operating profit net sale month period increased respectively eur eur compared,0,2,0
positive,"Both operating profit and net sales for the nine-month period increased , respectively by 26.6 % and 3.4 % , as compared to the corresponding period in 2006 .",operating profit net sale ninemonth period increased respectively compared corresponding period,0,0,0
positive,"Both operating profit and net sales for the six-month period increased , respectively , from EUR13 .8 m and EUR143 .6 m , as compared to the corresponding period in 2007 .",operating profit net sale sixmonth period increased respectively eur eur compared corresponding period,0,2,0
positive,"Both operating profit and net sales for the six-month period increased , respectively from EUR0 .4 m and EUR3 .2 m , as compared to the corresponding period in 2005 .",operating profit net sale sixmonth period increased respectively eur eur compared corresponding period,0,2,0
positive,"Both operating profit and net sales for the six-month period increased , respectively from EUR18 .1 m and EUR127 .6 m , as compared to the corresponding period in 2006 .",operating profit net sale sixmonth period increased respectively eur eur compared corresponding period,0,2,0
positive,"Both operating profit and net sales for the six-month period increased , respectively from EUR7 .5 m and EUR655 .5 m , as compared to the corresponding period in 2005 .",operating profit net sale sixmonth period increased respectively eur eur compared corresponding period,0,2,0
positive,"Both operating profit and net sales for the three-month period increased , respectively from EUR15 .1 m and EUR131 .5 m , as compared to the corresponding period in 2005 .",operating profit net sale threemonth period increased respectively eur eur compared corresponding period,0,2,0
positive,"Both operating profit and net sales for the three-month period increased , respectively from EUR16 .0 m and EUR139m , as compared to the corresponding quarter in 2006 .",operating profit net sale threemonth period increased respectively eur eurm compared corresponding quarter,0,2,0
positive,"Both operating profit and sales for the three-month period increased , respectively from EUR0 .3 m and EUR13 .1 m , as compared to the corresponding period in 2005 .",operating profit sale threemonth period increased respectively eur eur compared corresponding period,0,2,0
positive,"Both operating profit and turnover for the nine-month period increased , respectively from EUR2 .4 m and EUR43 .8 m , as compared to the corresponding period a year ago .",operating profit turnover ninemonth period increased respectively eur eur compared corresponding period year ago,0,2,0
positive,"Both operating profit and turnover for the six-month period increased , respectively , from EUR17 .6 m and EUR1149 .9 m , as compared to the corresponding period in 2007 .",operating profit turnover sixmonth period increased respectively eur eur compared corresponding period,0,2,0
positive,"Both operating profit and turnover for the six-month period increased , respectively from EUR0 .1 m and EUR29 .0 m , as compared to the corresponding period a year ago .",operating profit turnover sixmonth period increased respectively eur eur compared corresponding period year ago,0,2,0
positive,Cargo volume grew by 7 % .,cargo volume grew,0,0,0
positive,Cargo volume increased by approximately 5 % .,cargo volume increased approximately,0,0,0
positive,"comparable operating profit totaled EUR 854mn , up from EUR 730mn in 2004 .",comparable operating profit totaled eur eur,0,1,0
positive,"Digia said its consolidated net sales for January-June 2010 were EUR67 .8 m , up 9.7 % on the same period in 2009 ( EUR61 .9 m ) .",digia said consolidated net sale januaryjune eur period eur,1,2,0
positive,Diluted earnings per share ( EPS ) rose to EUR 0.29 from EUR 0.05 .,diluted earnings per share eps rose eur eur,0,2,0
positive,Diluted earnings per share ( EPS ) rose to EUR 0.52 versus EUR 0.09 .,diluted earnings per share eps rose eur versus eur,0,2,0
positive,Diluted earnings per share ( EPS ) rose to EUR 1.05 from EUR 0.64 .,diluted earnings per share eps rose eur eur,0,2,0
positive,Diluted earnings per share ( EPS ) rose to EUR 3.68 from EUR 0.50 .,diluted earnings per share eps rose eur eur,0,2,0
positive,Diluted EPS rose to EUR3 .68 from EUR0 .50 .,diluted eps rose eur eur,0,3,0
positive,EBIT margin was up from 1.4 % to 5.1 % .,ebit margin,0,0,0
neutral,"Editor 's note : Grimaldi generated a 1.7 bln euro ( $ 2.182 bln ) turnover in 2005 , ANSA reported on May 29 , 2006 .",editor note grimaldi generated bln euro bln turnover ansa reported may,1,1,0
positive,"EPS for the quarter was EUR0 .00 , as compared with EUR0 .01 in the third quarter of 2008 , representing a Group net sales for the third quarter were EUR15 .3 m , up by 2.8 % as compared with EUR14 .9 m in the third quarter of 2008 .",eps quarter eur compared eur third quarter representing group net sale third quarter eur compared eur third quarter,0,4,0
positive,"EPS from continuing operations came in at 0.30 eur , up from 0.17 .",eps continuing operation came eur,0,0,0
positive,"Equity ratio was 60.9 % compared to 54.2 % In the third quarter of 2007 , net sales of the Frozen Foods Business totaled EUR 11.0 , up by about 5 % from the third quarter of 2006 .",equity ratio compared third quarter net sale frozen food business totaled eur third quarter,0,2,0
positive,"EUR928 ,000 in Q1 2010 6 May 2010 - Finnish textile and clothing design company Marimekko Oyj ( HEL : MMO1V ) said today its net profit rose to EUR928 ,000 in the first quarter of 2010 from EUR13 ,000 in the corresponding period a year earlier .",eur may finnish textile clothing design company marimekko oyj hel mmov said today net profit rose eur first quarter eur corresponding period year earlier,1,2,0
positive,"Finland-based Elcoteq SE , a privately held provider of electronics manufacturing services to communications companies , said Thursday it signed a long-term manufacturing supply deal with communications equipment company Andrew Corp. .",finlandbased elcoteq privately held provider electronics manufacturing service communication company said thursday signed longterm manufacturing supply deal communication equipment company andrew corp,2,0,0
positive,Finnish cutlery and hand tools maker Fiskars Oyj Abp ( HEL : FISAS ) said today its net profit rose to EUR 24.1 million ( USD 33.6 m ) in the third quarter of 2010 from EUR 17.9 million a year earlier .,finnish cutlery hand tool maker fiskars oyj abp hel fisa said today net profit rose eur million usd third quarter eur million year earlier,1,3,0
positive,Finnish department store chain Stockmann Oyj Abp net profit rose to 39.8 mln euro ( $ 56.8 mln ) for the first nine months of 2007 from 37.4 mln euro ( $ 53.4 mln ) for the same period of 2006 .,finnish department store chain stockmann oyj abp net profit rose mln euro mln first nine month mln euro mln period,1,0,0
positive,"Finnish lifting equipment maker Konecranes Oyj said on July 30 , 2008 that its net profit rose to 71.2 mln euro ( $ 111.1 mln ) for the first half of 2008 from 57.1 mln euro ( $ 89.1 mln ) for the same period of 2007 .",finnish lifting equipment maker konecranes oyj said july net profit rose mln euro mln first half mln euro mln period,1,0,0
positive,Finnish messaging solutions developer Tecnomen Corporation ( OMX Helsinki : TEM1V ) said on Thursday ( 11 December ) that it has received an expansion order for its Convergent Charging solution in Latin America .,finnish messaging solution developer tecnomen corporation omx helsinki temv said thursday december received expansion order convergent charging solution latin america,1,2,0
positive,Finnish metal industry solutions supplier Outotec Oyj net profit rose to 50.4 mln euro ( $ 72.5 mln ) for the first nine months of 2007 from 20.1 mln euro ( $ 28.9 mln ) for the same period of 2006 .,finnish metal industry solution supplier outotec oyj net profit rose mln euro mln first nine month mln euro mln period,1,0,0
positive,Finnish metal products company Componenta Oyj net profit rose to 26.1 mln euro ( $ 35.9 mln ) for the first quarter of 2007 from 5.3 mln euro ( $ 7.3 mln ) for the same period of 2006 .,finnish metal product company componenta oyj net profit rose mln euro mln first quarter mln euro mln period,0,1,0
positive,Finnish office supplies and computer accessories dealer Beltton-Group Plc said its net profit rose to 1.3 mln euro ( $ 1.7 mln ) in 2006 from 1.13 mln euro ( $ 1.5 mln ) in 2005 .,finnish office supply computer accessory dealer belttongroup plc said net profit rose mln euro mln mln euro mln,1,0,0
positive,"Finnish security and privacy software solutions developer Stonesoft Oyj said on January 7 , 2008 that the preliminary sales of its StoneGate products grew by 59 pct year-on-year to 3.6 mln euro ( $ 5.3 mln ) for the fourth quarter of 2007 .",finnish security privacy software solution developer stonesoft oyj said january preliminary sale stonegate product grew pct yearonyear mln euro mln fourth quarter,1,1,0
positive,"Finnish silicon wafer technology company Okmetic Oyj ( OMX Helsinki : OKM1V ) reported on Thursday ( 7 August ) an operating profit of EUR5 .3 m for the period January-June 2008 , up from EUR3 .3 m in the corresponding period in 2007 .",finnish silicon wafer technology company okmetic oyj omx helsinki okmv reported thursday august operating profit eur period januaryjune eur corresponding period,1,3,0
positive,Finnish software developer Done Solutions Oyj said its net profit increased to 3.5 mln euro ( $ 4.6 mln ) in 2006 from 2.3 mln euro ( $ 3.0 mln ) in 2005 .,finnish software developer done solution oyj said net profit increased mln euro mln mln euro mln,1,0,0
positive,First quarter underlying operating profit rose to 41 mln eur from 33 mln a year earlier .,first quarter underlying operating profit rose mln eur mln year earlier,0,0,0
positive,"Following the acquisition , Relacom will strengthen its presence in Finland , serving operators and office market with mobile and fixed networks construction , installation and maintenance services .",following acquisition relacom strengthen presence finland serving operator office market mobile fixed network construction installation maintenance service,1,0,0
positive,"For the first nine months of 2010 , the company 's net profit rose to EUR41m from EUR30m for the corresponding period of 2009 .",first nine month company net profit rose eurm eurm corresponding period,0,1,0
positive,"HELSINKI ( AFX ) - Retail and wholesale group Kesko reported net sales of 659.4 mln eur for February , an increase of 10.8 pct year-on-year .",helsinki afx retail wholesale group kesko reported net sale mln eur february increase pct yearonyear,1,1,0
positive,"However , net sales in 2010 are seen to have grown to EUR598 .3 m from EUR582 .3 m in 2009 .",however net sale seen grown eur eur,0,2,0
positive,"However , sales returned to growth in April-June 2010 , CEO Pekka Eloholma said .",however sale returned growth apriljune ceo pekka eloholma said,0,1,0
positive,"Ragutis , which is controlled by the Finnish brewery , reported a 5.4-per-cent rise in beer sales to 10.44 million litres and held an 11.09-per-cent market share .",ragutis controlled finnish brewery reported percent rise beer sale million litre held percent market share,0,0,0
positive,"Svyturys-Utenos Alus , which is controlled by the Nordic group Baltic Beverages Holding ( BBH ) , posted a 4.7-per-cent growth in beer sales for January-May to 46.22 million litres .",svyturysutenos alus controlled nordic group baltic beverage holding bbh posted percent growth beer sale januarymay million litre,1,1,0
neutral,"In 2007 , Contempus generated revenue of NOK 69.3 ( approx .",contempus generated revenue nok approx,1,1,0
positive,"In addition , Kone signed a two-year maintenance contract for the escalators .",addition kone signed twoyear maintenance contract escalator,1,0,0
positive,"In December alone , the members of the Lithuanian Brewers ' Association sold a total of 20.3 million liters of beer , an increase of 1.9 percent from the sales of 19.92 million liters in December 2004 .",december alone member lithuanian brewer association sold total million liter beer increase percent sale million liter december,0,1,0
positive,"In January-September 2009 , the Group 's net interest income increased to EUR 112.4 mn from EUR 74.3 mn in January-September 2008 .",januaryseptember group net interest income increased eur eur januaryseptember,0,2,0
positive,"In Q1 of 2010 , Bank of +_land 's net interest income increased from EUR 9.1 mn to EUR 9.7 mn .",bank land net interest income increased eur eur,0,2,0
positive,"In Sweden , operating profit for the period under review totaled EUR 3.4 mn , up 30.8 % from the corresponding period in 2005 .",sweden operating profit period review totaled eur corresponding period,0,1,0
positive,"In the fourth quarter of 2009 , Orion 's net profit went up by 33.8 % year-on-year to EUR33m .",fourth quarter orion net profit went yearonyear eurm,1,0,0
positive,"In the second quarter of 2010 , the group 's net profit rose to EUR 3.1 million from EUR 2.5 million in April-June 2009 .",second quarter group net profit rose eur million eur million apriljune,0,1,0
positive,"In the second quarter of 2010 , the group 's net profit rose to EUR3 .1 m from EUR2 .5 m in April-June 2009 .",second quarter group net profit rose eur eur apriljune,0,2,0
positive,"In the third quarter , net sales increased by 12 % year-on-year to EUR 159.5 million , or by 6 % at comparable currency rates growth .",third quarter net sale increased yearonyear eur million comparable currency rate growth,0,0,0
positive,"In the third quarter , net sales increased by 12 % year-on-year to EUR159 .5 m , or by 6 % at comparable currency rates growth .",third quarter net sale increased yearonyear eur comparable currency rate growth,0,1,0
neutral,Incap estimates it will generate a revenue of 10 mln euro ( $ 13.2 mln ) from its Indian operations for 2007 .,incap estimate generate revenue mln euro mln indian operation,0,0,0
positive,Its market share widened to 48.51 percent from 48.31 percent a year earlier .,market share widened percent percent year earlier,0,0,0
neutral,Its total annual revenue comes up to about 160 mln zloty ( $ 56.9 mln-42 .3 mln euro ) .,total annual revenue come mln zloty mln mln euro,0,0,0
positive,"Kesko Agro Eesti , the retailer and wholesaler of grain , agricultural and warehousing machinery and accessories , had net sales of 81 million euros in 2007 , an increase by one-tenth over the preceding year .",kesko agro eesti retailer wholesaler grain agricultural warehousing machinery accessory net sale million euro increase onetenth preceding year,2,0,0
positive,"Kesko 's car import and retailing business , VV-Auto , saw sales grow by 17.1 pct .",kesko car import retailing business vvauto saw sale grow pct,1,0,0
positive,Kone 's net sales rose by some 14 % year-on-year in the first nine months of 2008 .,kone net sale rose yearonyear first nine month,1,0,0
positive,"( ADP News ) - Feb 11 , 2009 - Finnish management software solutions provider Ixonos Oyj ( HEL : XNS1V ) said today its net profit rose to EUR 3.5 million ( USD 4.5 m ) for 2008 from EUR 3.1 million for 2007 .",adp news feb finnish management software solution provider ixonos oyj hel xnsv said today net profit rose eur million usd eur million,1,4,0
positive,"( ADP News ) - Feb 12 , 2009 - Finnish IT solutions provider Affecto Oyj ( HEL : AFE1V ) said today its net profit rose to EUR 8.5 million ( USD 11m ) in 2008 from EUR 7 million in 2007 .",adp news feb finnish solution provider affecto oyj hel afev said today net profit rose eur million usd eur million,1,4,0
positive,"( ADP News ) - Feb 6 , 2009 - Finnish fishing tackle company Rapala VMC Corp ( HEL : RAP1V ) said today its net profit rose to EUR 19.2 million ( USD 24.6 m ) for 2008 from EUR 17.5 million for 2007 .",adp news feb finnish fishing tackle company rapala vmc corp hel rapv said today net profit rose eur million usd eur million,1,4,0
positive,"( ADP News ) - Nov 5 , 2008 - Finnish electronic measurement products and solutions maker Vaisala Oyj ( OMX : VAIAS ) said today that its net profit rose to EUR 18 million ( USD 23.1 m ) for the first nine months of 2008 from EUR 1",adp news nov finnish electronic measurement product solution maker vaisala oyj omx vaias said today net profit rose eur million usd first nine month eur,1,4,0
positive,"( ADP News ) - Oct 29 , 2008 - Finnish lifting equipment maker Konecranes Oyj ( OMX : KCR1V ) said today that its net profit rose to EUR 116.6 million ( USD 149.1 m ) in the first nine months of 2008 from EUR 73.6 million for the s",adp news oct finnish lifting equipment maker konecranes oyj omx kcrv said today net profit rose eur million usd first nine month eur million,1,4,0
positive,"Metso expects its net sales to increase by about 10 % in 2008 , at comparable exchange rates .",metso expects net sale increase comparable exchange rate,0,0,0
neutral,"M-real generated a turnover of EUR5 .6 bn in 2006 and has 15,500 employees .",mreal generated turnover eur employee,0,1,0
positive,"Neste Oil Corp. has signed long-term procurement contracts with Honkajoki Oy and Findest Protein Oy , both owned by Finnish food manufacturers , for the supply of animal fat for biodiesel production at Neste 's 200,000 b-cd Porvoo , Finland , refinery .",neste oil corp signed longterm procurement contract honkajoki findest protein owned finnish food manufacturer supply animal fat biodiesel production neste bcd porvoo finland refinery,3,2,0
positive,Net interest income increased by 4.5 % to EUR 31.4 mn from EUR 30.0 mn in 2004 .,net interest income increased eur eur,0,1,0
positive,"Net interest income was EUR 152.2 mn , up from EUR 101.0 mn in 2008 .",net interest income eur eur,0,1,0
positive,"Net interest income was EUR 39.3 mn , up from EUR 32.7 mn .",net interest income eur eur,0,1,0
positive,Net sales of the Vegetable Oil Business rose to EUR 10.6 mn from EUR 10.1 mn .,net sale vegetable oil business rose eur eur,0,2,0
positive,"Nokia Multimedia 's net sales totaled EUR 5.7 bn , up 45 % from the corresponding period in 2005 .",nokia multimedia net sale totaled eur corresponding period,1,2,0
positive,Operating income rose to EUR 696.4 mn from EUR 600.3 mn in 2009 .,operating income rose eur eur,0,1,0
positive,"Operating profit of Kauppalehti group rose to EUR 1.5 mn from EUR 1.3 mn , and that of Marketplaces to EUR 1.3 mn from EUR 1.0 mn in the third quarter of 2006 .",operating profit kauppalehti group rose eur eur marketplace eur eur third quarter,0,1,0
positive,Operating profit rose from EUR 1.94 mn to EUR 2.45 mn .,operating profit rose eur eur,0,1,0
positive,Operating profit rose to 22.1 mln eur from 19.9 mln .,operating profit rose mln eur mln,0,0,0
positive,Operating profit rose to EUR 1.6 mn from EUR 1.1 mn in the corresponding period in 2006 .,operating profit rose eur eur corresponding period,0,1,0
positive,Operating profit rose to EUR 103.4 mn from EUR 23.2 in the corresponding period in 2006 .,operating profit rose eur eur corresponding period,0,1,0
positive,Operating profit rose to EUR 13.5 mn from EUR 9.7 mn in the corresponding period in 2006 .,operating profit rose eur eur corresponding period,0,1,0
positive,Operating profit rose to EUR 26.7 mn from EUR 14.9 mn in the corresponding period in 2006 .,operating profit rose eur eur corresponding period,0,1,0
positive,Operating profit rose to EUR 27.8 mn from EUR 17.5 mn in 2008 .,operating profit rose eur eur,0,1,0
positive,Operating profit rose to EUR 3.2 mn from EUR 1.0 mn in the corresponding period in 2008 .,operating profit rose eur eur corresponding period,0,1,0
positive,Operating profit rose to EUR 4.7 mn from EUR 3.6 mn .,operating profit rose eur eur,0,1,0
positive,Operating profit rose to EUR 4.7 mn from EUR 4.6 mn .,operating profit rose eur eur,0,1,0
positive,Operating profit rose to EUR 9.2 mn from EUR 6.8 mn in the corresponding period in 2007 .,operating profit rose eur eur corresponding period,0,1,0
positive,Operating profit rose to EUR2 .4 m from EUR1 .6 m year earlier .,operating profit rose eur eur year earlier,0,2,0
positive,"Operating profit surged to EUR21m from EUR106 ,000 .",operating profit surged eurm eur,0,1,0
positive,"Operating profit totaled EUR 37,7 mn , up slightly from EUR 37.2 mn in the corresponding period in 2006 .",operating profit totaled eur slightly eur corresponding period,0,1,0
positive,"Operating profit totaled EUR 5.5 mn , up from EUR -0.7 mn .",operating profit totaled eur eur,0,1,0
positive,"Operating profit was EUR 11.4 mn , up from EUR 7.5 mn .",operating profit eur eur,0,1,0
positive,"Operating profit was EUR 139.7 mn , up 23 % from EUR 113.8 mn .",operating profit eur eur,0,1,0
positive,"Order intake grew by 40 % year-on-year and 30 % year-on-year , respectively , to EUR 576 million and EUR 1.7 billion for the respective January-September and July-September 2010 periods .",order intake grew yearonyear yearonyear respectively eur million eur billion respective januaryseptember julyseptember period,0,1,0
positive,Orders received grew by 55 % year-on-year to EUR732m .,order received grew yearonyear eurm,0,1,0
positive,Orion Pharma 's operating profit increased by 42.5 % from 2004 .,orion pharma operating profit increased,2,0,0
positive,Passenger volumes rose by 8.4 % in the accounting period .,passenger volume rose accounting period,0,0,0
positive,Passenger-related revenue rose by 5.1 % to EUR 460.8 mn from EUR 438.5 mn in 2009 .,passengerrelated revenue rose eur eur,0,1,0
positive,"Press release 9 October 2009 Ruukki has signed a contract to deliver and install the steel structures for a bridge over the Kyronsalmi strait in Savonlinna , Finland .",press release october ruukki signed contract deliver install steel structure bridge kyronsalmi strait savonlinna finland,0,1,0
positive,Pretax profit rose to EUR 0.6 mn from EUR 0.4 mn in the corresponding period in 2005 .,pretax profit rose eur eur corresponding period,0,1,0
positive,"Pretax profit rose to EUR 1,019 mn from EUR 1,007 in the corresponding period in 2005 .",pretax profit rose eur eur corresponding period,0,1,0
positive,Pretax profit rose to EUR 17.8 mn from EUR 14.9 mn in 2005 .,pretax profit rose eur eur,0,1,0
positive,"Pre-tax profit totaled EUR 397.4 mn , up from EUR 164.7 mn .",pretax profit totaled eur eur,0,1,0
positive,"Previously , the company had guided for EBIT and sales growth of 20 pct and 10 pct respectively for this year .",previously company guided ebit sale growth pct pct respectively year,0,1,0
positive,Previously the company has estimated its operating profit to reach the level of 2005 only .,previously company estimated operating profit reach level,0,0,0
positive,"Profit for the period totaled EUR 39.4 mn , up from EUR 33.9 mn in the corresponding period in 2006 .",profit period totaled eur eur corresponding period,0,1,0
positive,"Profit for the period was EUR 5.9 mn , up from EUR 1.3 mn .",profit period eur eur,0,1,0
positive,"Profit for the period was EUR 9.8 mn , up from EUR 6.0 mn in 2004 .",profit period eur eur,0,1,0
positive,Revenue grew 12 percent to (  x20ac ) 3.6 billion ( US$ 4.5 billion ) .,revenue grew percent xac billion billion,1,1,0
positive,"Revenue in July to September grew 14 percent to ( EURO ) 467 million from a year earlier , the company said Thursday .",revenue july september grew percent euro million year earlier company said thursday,0,1,0
positive,Revenues at the same time grew 14 percent to 43 million euros .,revenue time grew percent million euro,0,0,0
positive,"Ruukki has signed a contract to deliver and install the steel structures for a bridge over the Kyronsalmi strait in Savonlinna , Finland .",ruukki signed contract deliver install steel structure bridge kyronsalmi strait savonlinna finland,0,1,0
positive,"Sales in Latin America increased by 42 % to EUR 432mn , and a total of 8.7 mn mobile devices were sold in the area , representing an increase of 32 % from the corresponding period in 2009 .",sale latin america increased eur total mobile device sold area representing increase corresponding period,0,1,0
positive,Sales of clothing developed best .,sale clothing developed best,0,0,0
positive,Sanoma Magazines Finland 's net sales grew to EUR 140.1 mn from EUR 131.8 mn .,sanoma magazine finland net sale grew eur eur,2,1,0
positive,"Satama 's net profit for the third quarter of 2007 rose to 275,000 euro ( $ 395,000 ) from 270,000 euro ( $ 388,000 ) for the same period of 2006 .",satama net profit third quarter rose euro euro period,0,0,0
positive,"Section : Regional News - The demand in Finnair 's Asian traffic , measured in passenger kilometers , was up 34.9 % in August compare to last year .",section regional news demand finnair asian traffic measured passenger kilometer august compare last year,0,1,0
positive,"Svyturys-Utenos Alus , which is controlled by the Nordic group Baltic Beverages Holding ( BBH ) , posted a 6.1 percent growth in beer sales for January-September to 101.99 million liters .",svyturysutenos alus controlled nordic group baltic beverage holding bbh posted percent growth beer sale januaryseptember million liter,1,1,0
positive,That would be an increase from estimated sales of 117 million last year .,would increase estimated sale million last year,0,0,0
positive,The agreement expands Tekla Structures ' scope of use to bridge design .,agreement expands tekla structure scope use bridge design,1,0,0
positive,The aim is to increase sales by at least one fifth in 2006 .,aim increase sale least one fifth,0,0,0
positive,"The chain posted sales of 298 million euros for full 2005 , a rise of 19.5 percent , year-on-year .",chain posted sale million euro full rise percent yearonyear,0,0,0
positive,The company expects its net sales in 2008 to increase 5-10 % from 2007 .,company expects net sale increase,0,0,0
positive,The company expects its net sales in the first half of 2008 to reach the previous year 's level .,company expects net sale first half reach previous year level,0,0,0
positive,"The company is in the process of building a new fleet and has placed orders for 10 P-Max tankers of 65,200 dwt .",company process building new fleet placed order pmax tanker dwt,0,0,0
positive,"The company 's operating income ( EBIT ) totalled EUR 0.0 mn , up from EUR -0.3 mn year-on-year .",company operating income ebit totalled eur eur yearonyear,0,2,0
positive,The EPS outlook was increased by 5.6 pct for 2007 and 7.0 pct for 2008 .,eps outlook increased pct pct,0,1,0
positive,"The fair value of the investment properties totaled EUR 2,534.9 mn , up from EUR 2,455.1 mn in 2006 .",fair value investment property totaled eur eur,0,1,0
positive,"The Finnish government announced Wednesday that it sold a 32 percent stake in chemicals and fertilizer group Kemira Oyj for (  x20ac ) 655.6 million ( $ 890US million ) , sending the company 's share price up 6 percent .",finnish government announced wednesday sold percent stake chemical fertilizer group kemira oyj xac million million sending company share price percent,1,0,0
neutral,The firm generated sales of 187 mln eur in 2005 .,firm generated sale mln eur,0,0,0
positive,"The German company has also signed a code share agreement with another Oneworld member -- American Airlines Inc , part of US-based AMR Corp ( NYSE : AMR ) .",german company also signed code share agreement another oneworld member american airline inc part usbased amr corp nyse amr,0,2,0
positive,"The Helsinki-based company , which also owns the Salomon , Atomic and Suunto brands , said net profit rose 15 percent in the three months through Dec. 31 to (  x20ac ) 47 million ( $ 61US million ) , from (  x20ac ) 40.8 million a year earlier .",helsinkibased company also owns salomon atomic suunto brand said net profit rose percent three month dec xac million million xac million year earlier,1,2,0
positive,The increase in capital stock has been registered in the Finnish Trade Register on 20 November 2006 .,increase capital stock registered finnish trade register november,0,1,0
positive,The operating profit for Grain Trading increased to EUR 2.0 mn from EUR 1.4 mn in 2005 .,operating profit grain trading increased eur eur,0,1,0
positive,The stock rose for a second day on Wednesday bringing its two-day rise to GBX12 .0 or 2.0 % .,stock rose second day wednesday bringing twoday rise gbx,0,1,0
positive,The stock rose for a third day on Tuesday bringing its three-day rise to GBX10 .50 or 1.8 % .,stock rose third day tuesday bringing threeday rise gbx,0,1,0
positive,The transaction is in line with Aspo 's strategy to expand in the Baltic Sea region and in the eastern markets .,transaction line aspo strategy expand baltic sea region eastern market,1,1,0
